index,type,combined
133,thp,"Store hours: 10:00am to 10:00pmOpen 7 days a weekOne hour $60. Half hour $40.Couples Massage .Full Body Massage .Deep Tissue /Soft Tissue.Hot stone Therapy Massage .Free Shower .Sauna.Appointment and Walk-In AvailableGreat Massage1408 Atlanta Hwy,C'umming GA 30040show contact infoHealth Massage1240 Buford Hwy Suite130,C'umming GA 30041show contact infoGreat Massage.??è?è?????è?è??£??è?è???& 2nd location is Health Massage"
134,thp,"Cozy Massage Is Now Open! Serving Lawrenceville, Buford, Suwanee, Lanier, Oak & wood, Flowery Branch & Gainesville.Appointment acceptable OR Walk-ins WelcomeWe provide the utmost professional massage services in the town. Friendly nice Asian Staffs. Our clean, comfortable service room and professional therapists will get rid of your stress fast! Come and Relax Visa, Master Card and Cash Accepted.Cozy RoomsRelaxing Service Professional Massage Therapists ""Grand Opening! 4850 Golden Parkway, Buford 30518. Exit 8 on I-985 N. Left on Friendship Road. Cozy Massage is in the Publix Shopping Center on Right, at 1st traffic light""Tel:  show contact infoCozy Massage: WHAT RELAXING MASSAGE MEANT TO BE!Cozy Massage At Lanier, Now Open for Suwanee, Buford, Lawrenceville"
135,thp,"Grand Opening ""Moon Massage"" Best Massage in Town !!!!!We are professional trained Asian Massage Therapist.Brand New establishment. Therapeutic massage service. Come in to relax with us.We are open 7 days: Mon-Sun 9:30am - 10:30p.mPhone:  show contact infoAddress: 5440 Buford Highway, Norcross, Ga 30071Walk-in Welcomed ! Our Service: Full body oil massage only $49.99Foot Reflexology MassageDeep Tissue / Soft Tissue MassageHot Stone Therapy MassageFour hands Massage only $99.99Couples Massage only $99.99Couple's Massage:This is the perfect romantic, birthday, or holiday gift for you and your spouse ! Two skilled massage therapists attend to you and the person you love.Hot Stone Massage:Great for stress reduction or relief of modest aches and sports pains.Full Body Oil Massage:A relaxing systematic stimulation of the soft tissue and muscles. This rhythmic flowing style relieves stress and imparts greater feelings or well-being.Four Hands Massage: Enjoy an extraordinary experience from two massage therapists working together on you using synchronized massage techniques that flow seamlessly over the entire body.Foot Reflexology Massage:Enjoy a healthful and stimulating experience for tired feet. Your foot reflexology massage therapist will apply pressure to specific points on your feet to stimulate blissful whole body rejuvenation.    Moon Message 1 Hour Body Massage ONLY $49.99 Call 470-290-9583"
136,thp,"Now is the time to pamper yourself!Feeling under the weather?You are in the right place!Sweet and beautiful Asian therapists are waiting for you!Don't hesitate to call us!Our treatments include: Deep Tissue Swedish Hot stone Back walking Knee Massage Foot Reflexology MassagePrivate Shower For Your ConvenienceMassage Pro3105 Peachtree Parkway Suite 103 (141) Exit 13 on Ga 400show contact infowww.massageproga.com    MASSAGE PRO (Alpharetta / Johns Creek / Suwanee, Peachtree Pkwy. 141 )"
137,thp,"Now is the time to pamper yourself!One Hour $60. One Half Hour $40.Feeling under the weather?You are in the right place!Sweet and beautiful Asian therapists are waiting for you!Don't hesitate to call us!Our treatments include: Deep Tissue Swedish Hot stone Back walking Knee Massage Foot Reflexology MassageSunset Massage1595 Peachtree Parkway Suite 201 (141) Exit 13 on Ga 400sunsetmassagega.com    SUNSET MASSAGE, 470??-297-??4757 Exit 13 off 400 141"
138,thp,"Come try our TaiJi Massage, combo of Deep Tissue, Acupressure, Shiatsu, Hot Stone & Barefoot/Ashiatsu (on request) Massage. You will get from our well trained therapists a truly relaxing massage - enhanced oxygenated blood flow which repairs & regenerates tissues; relaxes, reinvigorates your muscles and helps release endorphins which makes you feel good.Try us out (we have new therapists) & GET A TRULY LIFTING & RELAXING EXPERIENCE. Reflexology/Foot Massage, Ionic Detox are also available. Don't wait. Call without delay. Walk-in's are of course welcome.Address: 6427 Roswell Road, Suite C, Sandy Springs, GA 30328. Tel:  show contact info.    TAIJI Massage. Well Trained therapists for truly Relaxing experience ("
139,thp,"Massage Inspire brings the best foot and body massage to the East Cobb. We work to provide you with the most comfortable and easing experience here in Massage Inspire, beginning with our reclining massage chairs. We want to ensure that your stay here is worry free and leisurely, providing a clean and soothing environment for our customers. Massage Inspire offers a large variety of massages for you to choose from, from our renowned hot stone massage to our stress-freeing foot massage which are all available in couple rooms as well.Deep Tissue, Swedish, Hot Stone, Sports, and Foot MassageMonday - Saturday 10:00am - 9:30pm Sunday 12:00pm - 8:30pm2745 Sandy Plains Road Marietta GA 30066Near Marietta, Sandy Springs, Dunwoody in East Cobb www.massageinspire.com  show contact infotag: massage, swedish massage, deep tissue massage, reflexology, hot stone therapy, sports massages, asian massage, chinese massagetag: Dunwoody, GA North Atlanta, GA Chamblee, GA Doraville, GA Roswell, GA Smyrna, GA North Druid Hills, GA Norcross, GA Marietta, GA North Decatur, GA Druid Hills, GA Tucker, GA Mountain Park, GA Decatur, GA Alpharetta, GA    ü?? Massage Inspire Best Foot and Body Massage Sandy Plains East Cobb ü??"
140,thp,"Great Location! Great Massages! Great Prices!!!Body Massages: 1hr/$50, 90mins/$70, 2hrs/$90(Swedish, Deep Tissue, Chinese Tui-Na, Shiatsu, Sports Massage,...)Foot Massage (Reflexology): 30mins/$20, 1hr/$30900 Mansell Rd. #16Roswell, GA 30076(Mansell Oaks Shopping Center)Open Hours:Mon - Sat: 10am - 10pmSunday:     12pm - 10pmTel:  show contact infoshow contact infoWalk-Ins Welcome!Massage Nova - New Location Grand Opening:  90mins/$70,  2hrs/$90"
141,thp,"Cartersville 1237 Joe Frank Harris ParkwayGoing North on 41 Make a U-Turn at the Cartersville DDSLocated in The Ideal Center complexPricing Massage: Soft, Medium, Hard Therapy all at the same Price30 Minute Massage. . .. . .. . .. . .. . .. . .. . .. . .. . .. . ... . .. . .. . .. $40.0060 Minute Massage. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . ... $50.0090 Minute Massage. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . ... $80.00120 Minute Massage. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .$100.0060 Minute Foot Massage. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .$40.0030/30 Combo Foot/Body. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .$50.0060/60 Combo Foot/Body. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .$90.004 Hand One Hour. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . ...$100.00	Credit Card use Fee under $80 = 2.00	$80 or more = $3.00    ViVi Massage $49.99 Special"
142,thp,"Professional Therapists are available here for relaxation or for a variety of health conditions:1. Back pain2. Stress relief and stress-related conditions,3. Building Immunity.4. Migraines5. Muscle and related conditions such as spasms, strains and sprains6. Circulatory and respiratory problemsWarm, Clean Atmosphere awaits you - Men and Women.We pride ourselves in being the Who's Who in Massage Therapy, if you're not satisfied, please let us know!!We take all Major Credit Cards.North West GA, Cartersville, Dalton, Adairsville, Calhoun Please make an appointment for the last hour.The VERY BEST MASSAGE in North Ga. 5134 JF Harris Parkway (41 North) Adairsville, Ga. 30103Open Mon-Sat 10:00 AM to 10:00 PM and Sunday 11:00AM to 7:00PMPlease call for appointments  show contact infotext or call  show contact info -- Walk in Welcome    *** Best Massage in North Ga. *** $49.99 !!!"
143,thp,"Delightful Spa, Best Asian Massage.Healing Hands  HOT STONE THERAPY, Deep Tissue, Swedish massageDry Sauna Room for your comfort.Walk-in's Welcome CALL NOW:  show contact infoSee you soon    Delightful Spa"
144,thp,"GRAND OPENING!!!!!!Welcome to WELLNESS MASSAGE!Male & Female Massage TherapistWe give you best relaxation, and high quality services We offer soft music, very clean comfortable rooms and relaxing environment we are professional licensed and well trained. . Your satisfaction is our final purpose. Our treatments include:1.Full body massage2.Foot massage3.Deep tissue4.Knee massage5.Hot stone therapy massage6.Couples massage7.Body ScrubOpen 7 days,Walk Ins are WelcomeMon-Sat: 10:00am - 10:00pm Sunday: 12:00am - 10:00pmCall: show contact infoPlease visit our website: http://www.wellnessmassagehouse.comAddress:125 Ernest w Barrett Parkway,Unit #110, Marietta, GA 30066(Across from Stein mart & behind Chase Bank Next to QT gas station)See you soon!!!!!    üù?üù?-$49.99/hour--BEST Asian Massage--Grand Opening-üù?üù?"
145,thp,"GRAND OPENING!!!!!!Welcome to WELLNESS MASSAGE!We give you best relaxation, and high quality services We offer soft music, very clean comfortable rooms and relaxing environment we are professional licensed and well trained. . Your satisfaction is our final purpose. Our treatments include:1.Full body massage2.Foot massage3.Deep tissue4.Knee massage5.Hot stone therapy massage6.Couples massage7.Body ScrubOpen 7 days,Walk Ins are WelcomeMon-Sat: 9:30 am - 9:30 pm Sunday: 11:00 am - 9:30 pmCall:  show contact info??è?ü??è???è?ü??è? GRAND OPENING! -----BEST Asian Massage ??è?ü??è???è?ü??è?"
146,thp,"Welcome to Ceder Massage, your local professional massage service located at 6035 Bakers Ferry Rd, #230, Atlanta, GA 30336Service : Soft massageKneading MassageSwedish massage, Deep tissue Massage, Hot Stone Massage, Reflexology, Pregnancy Massage, four hands massage and Couples Massage etc.Are you feeling stressed today? We welcome you to come in and experience the most relaxing massage in a very clean and quiet setting.accept payment in cash or credit card.6035 Bakers Ferry Road Southwest , Atlanta, GATEL: show contact infoWaiting for your arrival??è?ü?ù????è?ü?ù?ë Female & Male ??è?ü?ù????è?ü?ù?ë$10 OFF ??è?ü?ù??"
147,thp,"I am a professional licensed Massage Therapist who loves and enjoys what I do. I have a professional and clean spa set-up with a professional massage table, soothing spa music and an aromatherapy scented room.My goal is help relieve you from everyday life stresses and bring you to total relaxation and escape from whatever problems you have while you are in my hands.  Massage isn't just a luxury, it's a necessity and very beneficial for your health and wellness.  Some benefits include relaxation, stress relief, pain management, lower blood pressure, improved circulation, increased range of motion, and decreased depression, relief of muscle tension and more.Modalities provided are Swedish, Deep Tissue, Sports, Trigger Point, Myofascial Release, Ashiatsu, Aromatherapy, Prenatal, and can be customized for your needs and wants. Upgrades available- Aromatherapy, Deep Muscle Therapy, and Sugar Foot Scrub.Sessions available are 60, 90, and 120 minutes.  Incall prices $60.00 and up. Outcall is available for prices starting at $125.00 plus hotel parking.If you are in Atlanta on a business trip and would like a Massage Therapist, I'm here for you.  I'm very close to the Atlanta airport and hotels.Hours: Mon - Wed 8am to 10pm; Thurs - Sat 8am to 11pm; Sun - 9am to 10pm. Please call at least one hour in advance for an appointment.... Thank you and I look forward to taking care of you.Please call during my business hours and be professional and respectful.  No blocked caller ID's.  No text or emails please. Thanks youCall Belinda at  show contact info to set up an appointment.""THE BEST"" MASSAGE THERAPY BY BELINDA"
148,thp,"Desired Touch Full body massage 7 days a week in (Lawrenceville ) come in  out the cold and enjoy a nice heated massage table relax release and rejuvenate,  I'll have you fallen asleep you'll be so relaxed. MASSAGE is  done by female therapists who are experience and friendly .I have clean linen soothing music or calm quiet your choice of oils or lotions we specialize in all types of massage my place is non commercial incall only with Alicia  show contact info. There's never a wait please try to book your appointment an hour in advance  I have an early bird special take $10 off the hour massage. Half hour session is 45.00  hour session is $60   90$ minutes $90 I have a VIP package that includes full body massage manscaping and body scrub for 175.  Four hand massage done on the weekend only 150.00 showers are available  too. BLOCKED calls won't be answered please try to book your appointment an hour in advance. I don't discriminate age or race . Temporary hours Monday -Thursday 1:30am - 2:00 pm  Friday 1:30 am  until I'm done  show contact info   I doubt you'll be be disappointed can't wait to see you.Desired Touch full body massage 7 days a week"
